Date,Transaction
1/25/17,San Francisco Giants signed free agent 3B Jae-gyun Hwang to a minor league contract and invited him to spring training.
1/25/17,Cincinnati Reds signed free agent LHP Mike McGee to a minor league contract.
1/25/17,Milwaukee Brewers signed free agent RHP Joba Chamberlain to a minor league contract and invited him to spring training.
1/25/17,San Diego Padres signed free agent RHP Seth Simmons to a minor league contract.
1/26/17,Cincinnati Reds signed free agent RHP Scott Feldman.
1/26/17,Washington Nationals signed free agent 2B Stephen Drew.
1/26/17,Cleveland Indians claimed 1B Richie Shaffer off waivers from Cincinnati Reds.
1/26/17,Cleveland Indians designated 1B Jesus Aguilar for assignment.
1/26/17,Seattle Mariners claimed Tuffy Gosewisch off waivers from Atlanta Braves.
1/26/17,Seattle Mariners designated RHP Jonathan Aro for assignment.
1/26/17,Atlanta Braves claimed LF Adam Walker off waivers from Baltimore Orioles.
1/26/17,Minnesota Twins signed free agent RHP Yohan Pino to a minor league contract.
1/26/17,Chicago Cubs signed free agent LHP Brett Anderson.
1/26/17,Oakland Athletics traded LHP Dillon Overton to Seattle Mariners for C Jason Goldstein.
1/26/17,Seattle Mariners designated Jesus Sucre for assignment.
1/26/17,Tampa Bay Rays signed free agent RHP David Carpenter to a minor league contract and invited him to spring training.
1/26/17,Los Angeles Dodgers signed free agent RHP Brandon Morrow to a minor league contract and invited him to spring training.
1/26/17,Arizona Diamondbacks signed free agent RHP Daniel De La Cruz to a minor league contract.
1/27/17,Texas Rangers signed free agent LHP Wesley Wright to a minor league contract and invited him to spring training.
1/27/17,Texas Rangers sent RHP Brady Dragmire outright to Round Rock Express.
1/27/17,Texas Rangers invited non-roster RHP Brady Dragmire to spring training.
1/27/17,Toronto Blue Jays sent RHP Leonel Campos outright to Buffalo Bisons.
1/27/17,Washington Nationals signed free agent 2B Grant Green to a minor league contract and invited him to spring training.
1/27/17,Chicago Cubs invited non-roster RHP Andury Acevedo to spring training.
1/27/17,Chicago Cubs invited non-roster RHP James Farris to spring training.
1/27/17,Chicago Cubs signed free agent RHP Jim Henderson to a minor league contract and invited him to spring training.
1/27/17,Chicago Cubs signed free agent RHP Casey Kelly to a minor league contract and invited him to spring training.
1/27/17,Chicago Cubs invited non-roster RHP Conor Mullee to spring training.
1/27/17,Chicago Cubs invited non-roster RHP Ryan Williams to spring training.
1/27/17,Chicago Cubs signed free agent LHP Manny Parra to a minor league contract and invited him to spring training.
1/27/17,Chicago Cubs invited non-roster 2B Ian Happ to spring training.
1/27/17,Chicago Cubs invited non-roster 2B Chesny Young to spring training.
1/27/17,Chicago Cubs invited non-roster OF John Andreoli to spring training.
1/27/17,Chicago Cubs invited non-roster OF Eloy Jimenez to spring training.
1/27/17,Chicago Cubs invited non-roster OF Mark Zagunis to spring training.
1/27/17,Chicago Cubs invited non-roster C Taylor Davis to spring training.
1/27/17,RHP Leonel Campos roster status changed by Toronto Blue Jays.
1/27/17,Los Angeles Dodgers signed free agent 1B Ike Davis to a minor league contract and invited him to spring training.
1/27/17,Boston Red Sox signed free agent RHP Jorge Hernandez to a minor league contract.
1/27/17,Arizona Diamondbacks signed free agent C Jordan McArdle to a minor league contract.
1/28/17,Colorado Rockies signed free agent RHP Greg Holland.
1/28/17,Colorado Rockies designated RHP Eddie Butler for assignment.
1/29/17,Milwaukee Brewers invited non-roster RHP David Goforth to spring training.
1/29/17,Milwaukee Brewers invited non-roster C Dustin Houle to spring training.
1/29/17,Milwaukee Brewers invited non-roster OF Corey Ray to spring training.
1/29/17,Milwaukee Brewers invited non-roster RHP Aaron Wilkerson to spring training.
1/29/17,Milwaukee Brewers invited non-roster C Jacob Nottingham to spring training.
1/30/17,Toronto Blue Jays signed free agent RHP Lucas Harrell to a minor league contract and invited him to spring training.
1/30/17,Tampa Bay Rays signed free agent LF Colby Rasmus.
1/30/17,Tampa Bay Rays released RF Jason Coats.
1/30/17,Cleveland Indians designated Richie Shaffer for assignment.
1/30/17,Los Angeles Dodgers traded RHP Carlos Frias to Cleveland Indians for Player To Be Named Later.
1/30/17,Atlanta Braves signed free agent C Kurt Suzuki.
1/30/17,Seattle Mariners invited non-roster OF Tyler O'Neill to spring training.
1/30/17,Seattle Mariners invited non-roster 2B Tyler Smith to spring training.
1/30/17,Seattle Mariners invited non-roster C Marcus Littlewood to spring training.
1/30/17,Seattle Mariners invited non-roster C Tyler Marlette to spring training.
1/30/17,Seattle Mariners invited non-roster C Sebastian Valle to spring training.
1/30/17,Seattle Mariners invited non-roster RHP Andrew Moore to spring training.
1/30/17,Seattle Mariners invited non-roster RHP Dylan Unsworth to spring training.
1/30/17,Milwaukee Brewers designated Rob Scahill for assignment.
1/30/17,Los Angeles Angels signed free agent RHP Bud Norris to a minor league contract and invited him to spring training.
1/30/17,Atlanta Braves signed free agent C Sergio Ordonez to a minor league contract.
1/31/17,New York Yankees invited non-roster RHP Chance Adams to spring training.
1/31/17,New York Yankees invited non-roster LHP Daniel Camarena to spring training.
1/31/17,New York Yankees invited non-roster C Francisco Diaz to spring training.
1/31/17,New York Yankees invited non-roster RHP J.P. Feyereisen to spring training.
1/31/17,New York Yankees invited non-roster OF Dustin Fowler to spring training.
1/31/17,New York Yankees invited non-roster CF Clint Frazier to spring training.
1/31/17,New York Yankees invited non-roster RHP James Kaprielian to spring training.
1/31/17,New York Yankees invited non-roster SS Pete Kozma to spring training.
1/31/17,New York Yankees invited non-roster RHP Brady Lail to spring training.
1/31/17,New York Yankees invited non-roster LHP Jordan Montgomery to spring training.
1/31/17,New York Yankees invited non-roster RHP Nick Rumbelow to spring training.
1/31/17,New York Yankees invited non-roster LHP Evan Rutckyj to spring training.
1/31/17,New York Yankees invited non-roster C Jorge Saez to spring training.
1/31/17,New York Yankees invited non-roster LHP Justus Sheffield to spring training.
1/31/17,New York Yankees invited non-roster SS Gleyber Torres to spring training.
1/31/17,New York Yankees invited non-roster SS Tyler Wade to spring training.
1/31/17,Seattle Mariners signed free agent LHP Nick Hagadone to a minor league contract and invited him to spring training.
1/31/17,Boston Red Sox invited non-roster RHP Jamie Callahan to spring training.
1/31/17,Boston Red Sox invited non-roster RHP Austin Maddox to spring training.
1/31/17,Milwaukee Brewers claimed SS Ehire Adrianza off waivers from San Francisco Giants.
1/31/17,Washington Nationals signed free agent RHP Matt Albers to a minor league contract and invited him to spring training.
1/31/17,Washington Nationals signed free agent RHP Joe Nathan to a minor league contract and invited him to spring training.
1/31/17,Atlanta Braves sent LF Adam Brett Walker outright to Gwinnett Braves.
1/31/17,Washington Nationals signed free agent RHP Vance Worley to a minor league contract and invited him to spring training.
1/31/17,Texas Rangers signed free agent SS Arturo Lara to a minor league contract.
1/31/17,Tampa Bay Rays signed free agent RHP Cory Rasmus to a minor league contract and invited him to spring training.
1/31/17,Chicago Cubs signed free agent RHP Williams Perez to a minor league contract and invited him to spring training.
2/1/17,Colorado Rockies traded RHP Eddie Butler to Chicago Cubs for James Farris.
2/1/17,Chicago Cubs designated Dylan Floro for assignment.
2/1/17,Colorado Rockies activated RHP James Farris.
2/1/17,Seattle Mariners sent C Jesus Sucre outright to Tacoma Rainiers.
2/1/17,Seattle Mariners sent RHP Jonathan Aro outright to Tacoma Rainiers.
2/1/17,Seattle Mariners invited non-roster C Jesus Sucre to spring training.
2/1/17,Seattle Mariners invited non-roster RHP Jonathan Aro to spring training.
2/1/17,Oakland Athletics signed free agent CF Enrry Pantoja to a minor league contract.
2/1/17,Oakland Athletics signed free agent RHP Luis Romero to a minor league contract.
2/1/17,Kansas City Royals signed free agent DH Brandon Moss.
2/1/17,San Francisco Giants invited non-roster RHP Carlos Alvarado to spring training.
2/1/17,San Francisco Giants invited non-roster RHP Tyler Beede to spring training.
2/1/17,San Francisco Giants invited non-roster RHP Sam Coonrod to spring training.
2/1/17,San Francisco Giants invited non-roster RHP Jose Dominguez to spring training.
2/1/17,LHP Andrew Suarez assigned to San Francisco Giants.
2/1/17,San Francisco Giants invited non-roster C Aramis Garcia to spring training.
2/1/17,San Francisco Giants invited non-roster C Matt Winn to spring training.
2/1/17,San Francisco Giants invited non-roster SS Christian Arroyo to spring training.
2/1/17,San Francisco Giants invited non-roster 1B Kyle Blanks to spring training.
2/1/17,San Francisco Giants invited non-roster SS C.J Hinojosa to spring training.
2/1/17,San Francisco Giants invited non-roster 3B Ryder Jones to spring training.
2/1/17,San Francisco Giants invited non-roster OF Steven Duggar to spring training.
2/1/17,San Francisco Giants invited non-roster OF Austin Slater to spring training.
2/1/17,Chicago White Sox signed free agent CF Peter Bourjos to a minor league contract and invited him to spring training.
2/1/17,Cincinnati Reds signed free agent IF Zach Walters to a minor league contract and invited him to spring training.
2/1/17,IF Zach Walters roster status changed by Cincinnati Reds.
2/2/17,Baltimore Orioles signed free agent 2B Johnny Giavotella to a minor league contract and invited him to spring training.
2/2/17,Colorado Rockies invited non-roster LHP Kyle Freeland to spring training.
2/2/17,Colorado Rockies invited non-roster LHP Sam Howard to spring training.
2/2/17,Colorado Rockies invited non-roster LHP Harrison Musgrave to spring training.
2/2/17,Colorado Rockies invited non-roster LHP Jerry Vasto to spring training.
2/2/17,Colorado Rockies invited non-roster RHP Ryan Castellani to spring training.
2/2/17,Colorado Rockies invited non-roster RHP James Farris to spring training.
2/2/17,Colorado Rockies invited non-roster C Anthony Bemboom to spring training.
2/2/17,Colorado Rockies invited non-roster C Dom Nunez to spring training.
2/2/17,Colorado Rockies invited non-roster C Chris Rabago to spring training.
2/2/17,Colorado Rockies invited non-roster C Jan Vazquez to spring training.
2/2/17,Colorado Rockies invited non-roster OF Noel Cuevas to spring training.
2/2/17,Colorado Rockies invited non-roster OF Rosell Herrera to spring training.
2/2/17,Colorado Rockies invited non-roster OF Mike Tauchman to spring training.
